County Name,County Code,Region Name,Indicator Number,Indicator,Total Event Counts,Denominator,Denominator Note,Measure Unit,Percentage/Rate,95% CI,Data Comments,Data Years,Data Sources,Quartile,Mapping Distribution,Location
Chenango,8,New York-Penn,g70,Percentage obese (95th percentile or higher ) - Middle and high school students,,,,Percentage,21.2,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",21.1 - < 22.5 : Q3,2,"(42.481798, -75.570013)"
Tioga,49,New York-Penn,g70,Percentage obese (95th percentile or higher ) - Middle and high school students,,,,Percentage,19.2,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",0 - < 21.1 : Q1 & Q2,1,"(42.120252, -76.29595)"
New York-Penn,104,New York-Penn,g70,Percentage obese (95th percentile or higher ) - Middle and high school students,,,,Percentage,20.8,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",,,
Albany,1,Northeastern New York,g70,Percentage obese (95th percentile or higher ) - Middle and high school students,,,,Percentage,16.6,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",0 - < 21.1 : Q1 & Q2,1,"(42.678066, -73.814233)"
Clinton,9,Northeastern New York,g70,Percentage obese (95th percentile or higher ) - Middle and high school students,,,,Percentage,22.3,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",21.1 - < 22.5 : Q3,2,"(44.731944, -73.548883)"
Columbia,10,Northeastern New York,g70,Percentage obese (95th percentile or higher ) - Middle and high school students,,,,Percentage,18.7,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",0 - < 21.1 : Q1 & Q2,1,"(42.276913, -73.682168)"
Delaware,12,Northeastern New York,g70,Percentage obese (95th percentile or higher ) - Middle and high school students,,,,Percentage,25.2,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",22.5 + : Q4,3,"(42.242972, -74.997944)"
Essex,15,Northeastern New York,g70,Percentage obese (95th percentile or higher ) - Middle and high school students,,,,Percentage,18.6,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",0 - < 21.1 : Q1 & Q2,1,"(44.166026, -73.685145)"
Franklin,16,Northeastern New York,g70,Percentage obese (95th percentile or higher ) - Middle and high school students,,,,Percentage,22.5,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",21.1 - < 22.5 : Q3,2,"(44.705699, -74.340621)"
Fulton,17,Northeastern New York,g70,Percentage obese (95th percentile or higher ) - Middle and high school students,,,,Percentage,23.9,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",22.5 + : Q4,3,"(43.06014, -74.331296)"
Greene,19,Northeastern New York,g70,Percentage obese (95th percentile or higher ) - Middle and high school students,,,,Percentage,24,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",22.5 + : Q4,3,"(42.298326, -73.973376)"
Hamilton,20,Northeastern New York,g70,Percentage obese (95th percentile or higher ) - Middle and high school students,,,,Percentage,,,Data Suppressed,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",Data do not meet reporting criteria,0,"(43.618468, -74.395268)"
Montgomery,27,Northeastern New York,g70,Percentage obese (95th percentile or higher ) - Middle and high school students,,,,Percentage,11.6,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",0 - < 21.1 : Q1 & Q2,1,"(42.933637, -74.341972)"
Otsego,36,Northeastern New York,g70,Percentage obese (95th percentile or higher ) - Middle and high school students,,,,Percentage,16,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",0 - < 21.1 : Q1 & Q2,1,"(42.564852, -75.060334)"
Rensselaer,38,Northeastern New York,g70,Percentage obese (95th percentile or higher ) - Middle and high school students,,,,Percentage,19.2,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",0 - < 21.1 : Q1 & Q2,1,"(42.70098, -73.628669)"
Saratoga,41,Northeastern New York,g70,Percentage obese (95th percentile or higher ) - Middle and high school students,,,,Percentage,16.5,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",0 - < 21.1 : Q1 & Q2,1,"(43.00894, -73.786779)"
Schenectady,42,Northeastern New York,g70,Percentage obese (95th percentile or higher ) - Middle and high school students,,,,Percentage,21.5,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",21.1 - < 22.5 : Q3,2,"(42.809233, -73.946838)"
Schoharie,43,Northeastern New York,g70,Percentage obese (95th percentile or higher ) - Middle and high school students,,,,Percentage,18.6,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",0 - < 21.1 : Q1 & Q2,1,"(42.643426, -74.434606)"
Warren,52,Northeastern New York,g70,Percentage obese (95th percentile or higher ) - Middle and high school students,,,,Percentage,23.4,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",22.5 + : Q4,3,"(43.403024, -73.716044)"
Washington,53,Northeastern New York,g70,Percentage obese (95th percentile or higher ) - Middle and high school students,,,,Percentage,21.1,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",0 - < 21.1 : Q1 & Q2,1,"(43.289513, -73.454761)"
Northeastern New York,105,Northeastern New York,g70,Percentage obese (95th percentile or higher ) - Middle and high school students,,,,Percentage,19.2,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",,,
Dutchess,13,Hudson Valley,g70,Percentage obese (95th percentile or higher ) - Middle and high school students,,,,Percentage,19.3,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",0 - < 21.1 : Q1 & Q2,1,"(41.686216, -73.840468)"
Orange,33,Hudson Valley,g70,Percentage obese (95th percentile or higher ) - Middle and high school students,,,,Percentage,18.6,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",0 - < 21.1 : Q1 & Q2,1,"(41.422459, -74.241929)"
Putnam,37,Hudson Valley,g70,Percentage obese (95th percentile or higher ) - Middle and high school students,,,,Percentage,17.2,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",0 - < 21.1 : Q1 & Q2,1,"(41.41131, -73.717443)"
Rockland,39,Hudson Valley,g70,Percentage obese (95th percentile or higher ) - Middle and high school students,,,,Percentage,15.8,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",0 - < 21.1 : Q1 & Q2,1,"(41.127287, -74.017033)"
Sullivan,48,Hudson Valley,g70,Percentage obese (95th percentile or higher ) - Middle and high school students,,,,Percentage,22.6,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",22.5 + : Q4,3,"(41.705166, -74.711705)"
Ulster,51,Hudson Valley,g70,Percentage obese (95th percentile or higher ) - Middle and high school students,,,,Percentage,20.4,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",0 - < 21.1 : Q1 & Q2,1,"(41.848374, -74.099412)"
Westchester,55,Hudson Valley,g70,Percentage obese (95th percentile or higher ) - Middle and high school students,,,,Percentage,13.8,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",0 - < 21.1 : Q1 & Q2,1,"(41.039278, -73.805386)"
Hudson Valley,106,Hudson Valley,g70,Percentage obese (95th percentile or higher ) - Middle and high school students,,,,Percentage,16.6,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",,,
Nassau,28,Nassau-Suffolk,g70,Percentage obese (95th percentile or higher ) - Middle and high school students,,,,Percentage,15.3,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",0 - < 21.1 : Q1 & Q2,1,"(40.715749, -73.601185)"
Suffolk,47,Nassau-Suffolk,g70,Percentage obese (95th percentile or higher ) - Middle and high school students,,,,Percentage,16.8,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",0 - < 21.1 : Q1 & Q2,1,"(40.820237, -73.119032)"
Nassau-Suffolk,108,Nassau-Suffolk,g70,Percentage obese (95th percentile or higher ) - Middle and high school students,,,,Percentage,16.1,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",,,
New York State (excludin,888,New York State,g70,Percentage obese (95th percentile or higher ) - Middle and high school students,,,,Percentage,18.2,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",,,
Allegany,2,Western New York,g71,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,,,,Percentage,35,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",0 - < 37.5 : Q1 & Q2,1,"(42.226801, -78.020567)"
Cattaraugus,4,Western New York,g71,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,,,,Percentage,40.7,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",40.1 + : Q4,3,"(42.224267, -78.606673)"
Chautauqua,6,Western New York,g71,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,,,,Percentage,39.3,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",37.5 - < 40.1 : Q3,2,"(42.246904, -79.315313)"
Erie,14,Western New York,g71,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,,,,Percentage,34.5,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",0 - < 37.5 : Q1 & Q2,1,"(42.888143, -78.795544)"
Genesee,18,Western New York,g71,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,,,,Percentage,39.4,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",37.5 - < 40.1 : Q3,2,"(43.000121, -78.172679)"
Niagara,29,Western New York,g71,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,,,,Percentage,39.8,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",37.5 - < 40.1 : Q3,2,"(43.134634, -78.856419)"
Orleans,34,Western New York,g71,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,,,,Percentage,39.6,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",37.5 - < 40.1 : Q3,2,"(43.248394, -78.218438)"
Wyoming,56,Western New York,g71,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,,,,Percentage,35.4,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",0 - < 37.5 : Q1 & Q2,1,"(42.723641, -78.204473)"
Western New York,101,Western New York,g71,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,,,,Percentage,36.9,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",,,
Chemung,7,Finger Lakes,g71,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,,,,Percentage,31.4,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",0 - < 37.5 : Q1 & Q2,1,"(42.116644, -76.812331)"
Livingston,24,Finger Lakes,g71,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,,,,Percentage,37.9,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",37.5 - < 40.1 : Q3,2,"(42.763754, -77.765392)"
Monroe,26,Finger Lakes,g71,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,,,,Percentage,35.3,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",0 - < 37.5 : Q1 & Q2,1,"(43.161748, -77.620143)"
Ontario,32,Finger Lakes,g71,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,,,,Percentage,35.5,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",0 - < 37.5 : Q1 & Q2,1,"(42.894571, -77.252045)"
Schuyler,44,Finger Lakes,g71,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,,,,Percentage,44.8,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",40.1 + : Q4,3,"(42.38593, -76.872032)"
Seneca,45,Finger Lakes,g71,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,,,,Percentage,45.2,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",40.1 + : Q4,3,"(42.833627, -76.82753)"
Steuben,46,Finger Lakes,g71,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,,,,Percentage,37.5,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",37.5 - < 40.1 : Q3,2,"(42.270053, -77.324618)"
Wayne,54,Finger Lakes,g71,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,,,,Percentage,39.4,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",37.5 - < 40.1 : Q3,2,"(43.144336, -77.117995)"
Yates,57,Finger Lakes,g71,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,,,,Percentage,39.4,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",37.5 - < 40.1 : Q3,2,"(42.634338, -77.078311)"
Finger Lakes,102,Finger Lakes,g71,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,,,,Percentage,36.2,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",,,
Cayuga,5,Central New York,g71,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,,,,Percentage,38,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",37.5 - < 40.1 : Q3,2,"(42.940095, -76.560755)"
Cortland,11,Central New York,g71,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,,,,Percentage,37.1,,,2010-2012,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",0 - < 37.5 : Q1 & Q2,1,"(42.597101, -76.143291)"
